,title,Rate,No_of_Ratings,Format,ReleaseYear,Directed_By,Starring,Price
1196,Imagine That,4.5,844,Prime Video,2009.0,---,"Eddie Murphy,Thomas Haden Church,Yara Shahidi",3.79
1197,The Marriage Fool (Restored),4.0,38,Prime Video,1998.0,Charles Matthau,"Walter Matthau,Carol Burnett,John Stamos,Teri Polo",1.99
1198,The Shining,4.7,32282,Prime Video,1980.0,Stanley Kubrick,"Jack Nicholson,Shelley Duvall,Danny Lloyd",3.79
1199,Alien Vs. Predator,4.6,7726,Prime Video,2004.0,"Paul Anderson,Paul W.S. Anderson","Lance Henriksen,Sanaa Lathan,Raoul Bova,Ewen Bremner",3.79
1201,Legend of the Lost,4.5,519,Prime Video,1957.0,Henry Hathaway,"John Wayne,Sophia Loren,Rossano Brazzi",3.79
1202,Ghost In the Shell,4.7,3256,Prime Video,1996.0,Mamoru Oshii,"Richard Epcar,Christopher Joyce,William Knight",3.79
1203,School Ties,4.7,1381,Prime Video,1992.0,Robert Mandel,"Brendan Fraser,Matt Damon,Chris O'Donnell,Ben Affleck",3.99
1205,Young Billy Young,4.2,151,Prime Video,1969.0,Burt Kennedy,"Robert Mitchum,Angie Dickinson,Robert Walker",3.99
1206,SAPPY HOLIDAY,4.8,74,Prime Video,2022.0,Andrew Cymek,"Brigitte Kingsley,Jon McLaren,Troy Blundell",3.99
1207,Mistaken,4.0,5,Prime Video,2017.0,Alfred Robbins,"Nadia Kounda,James Whalen,Chantal Nchako",1.99
1208,Spider-Man: Into the Spider-Verse,4.8,66164,Prime Video,2018.0,"Bob Persichetti,Peter Ramsey,Rodney Rothman","Shameik Moore,Jake M. Johnson,Hailee Steinfeld",3.59
1209,Pimp,4.1,2146,Prime Video,2018.0,Christine Crokos,"Keke Palmer,Edi Gathegi,Aunjanue Ellis,Vanessa Morgan",2.99
1210,Days of Thunder,4.7,7032,Prime Video,1990.0,Tony Scott,"Tom Cruise,Robert Duvall,Randy Quaid,Nicole Kidman",3.79
1211,The Layover,4.1,538,Prime Video,2017.0,William H. Macy,"Kate Upton,Alexandra Daddario,Matt Barr,Matt Jones",7.99
1212,Man on Fire,4.8,15269,Prime Video,2004.0,Tony Scott,"Denzel Washington,Dakota Fanning,Christopher Walken",7.99
1214,Take Me Home,4.1,3545,Prime Video,2011.0,Sam Jaeger,"Bree Turner,Lin Shaye,Victor Garber,Sam Jaeger",7.99
1215,"Sex, Love, Misery: New New York",5.0,9,Prime Video,2022.0,Shannon Alexander,"Aisha Kerensa,Camila Sanchez,Emile Filippi",7.99
1216,Batman Returns,4.7,6906,Prime Video,1992.0,Tim Burton,"Michael Keaton,Michelle Pfeiffer,Christopher Walken",3.99
1217,Jeff Dunham: Arguing with Myself,4.8,2394,Prime Video,2006.0,Manny Rodriguez,Jeff Dunham,3.99
1218,Nazi Death Marches,5.0,1,Prime Video,2023.0,Virginie Linhart,Caroline Ferrus,3.99
1219,Dancing Detective: A Deadly Tango,4.7,5,Prime Video,2023.0,Stefan Scaini,"Lacey Chabert,Will Kemp",3.99
1221,The LEGO Movie,4.7,24419,Prime Video,2014.0,"Phil Lord,Christopher Miller","Chris Pratt,Will Ferrell,Elizabeth Banks,Will Arnett",3.99
1222,Thirteen Lives,4.8,1689,Prime Video,2022.0,Ron Howard,"Viggo Mortensen,Colin Farrell,Joel Edgerton",3.99
1223,Stuck in Love,4.6,672,Prime Video,2013.0,Josh Boone,"Greg Kinnear,Jennifer Connelly,Kristen Bell",3.99
1224,Get a Job,4.1,1058,Prime Video,2016.0,Dylan Kidd,"MilesTeller,Bryan Cranston,Anna Kendrick,Alison Brie",3.79
1225,Hatchet,4.3,2104,Prime Video,2007.0,Adam Green,"Joel David Moore,Deon Richmond,Mercedes McNab",3.79
1226,The Couch Trip,4.4,138,Prime Video,1988.0,Michael Ritchie,"Dan Aykroyd,Walter Matthau,Charles Grodin,Donna Dixon",3.79
1227,Tim Burton's The Nightmare Before Christmas,4.8,55248,Prime Video,1993.0,Henry Selick,"Chris Sarandon,Catherine O'Hara,William Hickey",3.79
1228,Dr. No HD,4.4,11,Prime Video,1963.0,Terence Young,"Sean Connery,Joseph Wiseman",3.79
1229,Aloha,4.3,6446,Prime Video,2015.0,Cameron Crowe,"Emma Stone,Rachel McAdams,Ivana Milicevic",3.99
1230,Star Trek (2009),4.8,28619,Prime Video,2009.0,J.J. Abrams,"John Cho,Ben Cross,Bruce Greenwood,Simon Pegg",3.79
1231,Transformers: Revenge of the Fallen,4.7,20219,Prime Video,2009.0,Michael Bay,"Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson",3.79
1232,The Far Pavilions,4.5,603,Prime Video,1984.0,Peter Duffell,"Omar Sharif,Ben Cross,Amy Irving,Christopher Lee",2.99
1233,Triggered,4.0,285,Prime Video,2020.0,Alastair Orr,"Reine Swart,Liesl Ahlers,Russel Crous",2.99
1234,Hot Tub Time Machine 2,4.2,6849,Prime Video,2015.0,Steve Pink,"Rob Cordry,Craig Robinson,Clark Duke,Adam Scott",4.29
1235,Spider-Man Across The Spider-Verse: Sneak Peek,5.0,2,Prime Video,2023.0,"Joaquim Dos Santos,Kemp Powers,Justin K. Thompson","Shameik Moore,Hailee Steinfeld,Jake Johnson,Issa Rae",4.29
1236,Robots,4.8,13137,Prime Video,2005.0,"Chris Wedge,Carlos Saldanha","Ewan McGregor,Halle Berry,Greg Kinnear,Mel Brooks",3.79
1238,A View to a Kill,4.6,2098,Prime Video,1985.0,John Glen,"Roger Moore,Christopher Walken,Tanya Roberts",3.79
1239,Stuck in Love,4.6,672,Prime Video,2013.0,Josh Boone,"Greg Kinnear,Jennifer Connelly,Kristen Bell",3.79
1240,Once Upon a Time in the West,4.7,6548,Prime Video,1969.0,Sergio Leone,"Henry Fonda,Claudia Cardinale,Jason Robards",3.79
1241,The Couch Trip,4.4,138,Prime Video,1988.0,Michael Ritchie,"Dan Aykroyd,Walter Matthau,Charles Grodin,Donna Dixon",3.79
1242,The Retrievers,4.3,100,Prime Video,2001.0,Paul Schneider,"Robert Hays,Mei Harris,Alan Rachins",3.79
1243,Once Upon a Time in the West,4.7,6548,Prime Video,1969.0,Sergio Leone,"Henry Fonda,Claudia Cardinale,Jason Robards",3.79
1244,Tomorrow Never Dies,4.6,2721,Prime Video,1997.0,Roger Spottiswoode,"Pierce Brosnan,Michelle Yeoh,Teri Hatcher",3.79
1245,Hatchet,4.3,2104,Prime Video,2007.0,Adam Green,"Joel David Moore,Deon Richmond,Mercedes McNab",3.79
1247,Sabrina The Teenage Witch,4.4,92,Prime Video,1996.0,Tibor TakÃ¡cs,"Melissa Joan Hart,Ryan Reynolds,Sherry Miller",3.79
1248,Stan Helsing,4.3,705,Prime Video,2009.0,Bo Zenga,"Steve Howey,Kenan Thompson,Leslie Nielsen,Diora Baird",3.79
1249,Skin Trade,4.1,316,Prime Video,2015.0,Ekachai Uekrongtham,"Dolph Lundgren,Tony Jaa,Michael Jai White,Ron Perlman",2.99
1250,Beverly Hills Cop,4.8,7442,Prime Video,1984.0,Martin Brest,"Eddie Murphy,Judge Reinhold,John Ashton",3.99
1251,The Gate,4.7,2045,Prime Video,1987.0,Tibor Takacs,"Stephen Dorff,Christa Denton,Louis Tripp",3.99
1252,FLU,4.2,1425,Prime Video,2013.0,Sung-su Kim,"Hyuk Jang,Soo Ae,In-Pyo Cha,Hee-joon Lee",3.99
1253,The Suicide Squad,4.2,14797,Prime Video,2021.0,James Gunn,"Margot Robbie,Idris Elba,John Cena,Joel Kinnaman",3.99
1254,Elf,4.8,123979,Prime Video,2003.0,Jon Favreau,"Will Ferrell,James Caan,Bob Newhart,Ed Asner",3.99
1255,In The Blood,4.3,1209,Prime Video,2014.0,John Stockwell,"Gina Carano,Danny Trejo,Cam Gigandet,Treat Williams",3.99
1256,Underdogs,4.5,125,Prime Video,2013.0,Doug Dearth,"D. B. Sweeney,Logan Huffman,Charlie Carver",3.99
1257,The Secret,4.6,11374,Prime Video,2006.0,Drew Heriot,"Rhonda Byrne,John Assaraf,Michael Beckwith,Lee Brower",2.99
1258,Transformers: Revenge of the Fallen,4.7,20219,Prime Video,2009.0,Michael Bay,"Shia LaBeouf,Megan Fox,Josh Duhamel,Tyrese Gibson",2.99
1259,Body of Lies,4.8,9,Prime Video,2008.0,Ridley Scott,"Leonardo DiCaprio,Russell Crowe,Mark Strong",2.99
1260,"Map of Tiny Perfect Things, The",4.5,2119,Prime Video,2021.0,Ian Samuels,"KATHRYN NEWTON,KYLE ALLEN,AL MADRIGAL,JERMAINE HARRIS",2.99
1262,The Mandela Effect,4.0,1476,Prime Video,2019.0,David Guy Levy,"Charlie Hofheimer,Aleksa Palladino,Robin Lord Taylor",2.99
1263,Tyler Perry's Madea Goes to Jail - The Play,4.7,3784,Prime Video,2009.0,Tyler Perry,"Cheryl Pepsii Riley,Cassi Davis,LaVan Davis",3.79
1264,Falling for Vermont,4.8,270,Prime Video,2017.0,David Winning,"Julie Gonzalo,Benjamin Ayres",0.99
1265,Annabelle,4.5,23599,Prime Video,2014.0,John R. Leonetti,"Annabelle Wallis,Ward Horton,Alfre Woodard",3.99
1266,Desperation Road,4.4,8,Prime Video,2023.0,Nadine Crocker,"Garrett Hedlund,Willa Fitzgerald,Ryan Hurst",6.99
1267,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),4.2,91643,Prime Video,2020.0,Cathy Yan,"Margot Robbie,Mary Elizabeth Winstead",6.99
1268,"Sex, Love, Misery: New New York",5.0,9,Prime Video,2022.0,Shannon Alexander,"Aisha Kerensa,Camila Sanchez,Emile Filippi",6.99
1269,A Turtle's Tale 2: Sammy's Escape From Paradise,4.3,408,Prime Video,2013.0,"Vincent Kesteloot, Ben Stassen, Mimi Maynard",Khary Payton,6.99
1270,Heal,4.4,1573,Prime Video,2017.0,"Kelly Noonan Gores,Adam Schomer","Dr. Deepak Chopra,Dr. Joe Dispenza,Anita Moorjani",2.99
1271,The Little Mermaid (Bonus Content and X-Ray Features),4.5,5164,Prime Video,2023.0,Rob Marshall,"Halle Bailey,Jonah Hauer-King,Daveed Diggs,Awkwafina",12.99
1272,The Devil You Know,4.5,8648,Prime Video,2022.0,Charles Murray,"Michael Ealy,Omar Epps,Michael Beach,Erica Tazel",3.99
1273,The Devil You Know,4.5,8648,Prime Video,2022.0,Charles Murray,"Michael Ealy,Omar Epps,Michael Beach,Erica Tazel",3.99
1274,Out of the Dark,4.1,221,Prime Video,2015.0,LluÃ­s QuÃ­lez,"Julia Stiles,Scott Speedman,Stephen Rea",3.99
1275,Hats Off To Christmas!,4.7,204,Prime Video,2013.0,Terry Ingram,"Haylie Duff,Antonio Cupo,Jay Brazeau",3.99
1276,The Lego Movie 2: The Second Part,4.7,18602,Prime Video,2019.0,Mike Mitchell,"Chris Pratt,Elizabeth Banks,Will Arnett,Alison Brie",3.99
1277,Christmas in the Smokies,4.7,408,Prime Video,2015.0,Gary Wheeler,"Sarah Lancaster,Barry Corbin,Alan Powell,Jill Wagner",3.99
1278,Desperation Road,4.4,8,Prime Video,2023.0,Nadine Crocker,"Garrett Hedlund,Willa Fitzgerald,Ryan Hurst",6.99
1279,Halloween H20: 20 Years Later,4.6,6535,Prime Video,1998.0,"Miner,Steve","Jamie Lee Curtis,Adam Arkin,Michelle Williams",2.99
1280,Falling for Vermont,4.8,270,Prime Video,2017.0,David Winning,"Julie Gonzalo,Benjamin Ayres",0.99
1281,A Turtle's Tale 2: Sammy's Escape From Paradise,4.3,408,Prime Video,2013.0,"Vincent Kesteloot, Ben Stassen, Mimi Maynard",Khary Payton,0.99
1283,Annabelle,4.5,23599,Prime Video,2014.0,John R. Leonetti,"Annabelle Wallis,Ward Horton,Alfre Woodard",3.99
1284,Death Race 2000,4.6,954,Prime Video,1975.0,Paul Bartel,"Sylvester Stallone,David Carradine,Simone Griffeth",3.99
1285,The Visitor,4.5,995,Prime Video,2008.0,Thomas McCarthy,"Richard Jenkins, Maggie Moore, Hiam Abbass, Amir Arison",3.99
1286,Murphy's Law,4.5,353,Prime Video,1986.0,J. Lee Thompson,"Robert F. Lyons,Charles Bronson,Kathleen Wilhoite",3.99
1287,I Am T-Rex,4.0,70,Prime Video,2023.0,"Shang Ming,Si Lin","Ben Balmaceda,Charlie Campbell,Y. Chang",3.99
1288,Neighbors,4.5,11360,Prime Video,2014.0,Nicholas Stoller,"Seth Rogen,Zac Efron,Rose Byrne",3.59
1289,Judas and the Black Messiah,4.7,6994,Prime Video,2021.0,Shaka King,"Daniel Kaluuya,Lakeith Stanfield,Jesse Plemons",2.89
1290,The Locusts,4.3,42,Prime Video,1997.0,John Patrick Kelley,"Kate Capshaw,Jeremy Davies",2.89
1291,The Founder,4.7,6153,Prime Video,2017.0,John Lee Hancock,"Michael Keaton,Laura Dern,Linda Cardellini",2.89
1292,Karen,4.1,19745,Prime Video,2021.0,Coke Daniels,"Taryn Manning,Cory Hardrict,Jasmine Burke",2.99
1293,The Lazarus Effect,4.1,1598,Prime Video,2015.0,David Gelb,"Mark Duplass,Olivia Wilde,Sarah Bolger,Evan Peters",3.0
1294,The Suicide Squad,4.2,14797,Prime Video,2021.0,James Gunn,"Margot Robbie,Idris Elba,John Cena,Joel Kinnaman",3.0
1295,Haunt,4.2,4829,Prime Video,2019.0,"Scott Beck,Bryan Woods","Katie Stevens,Will Brittain,Lauryn Alisa McClain",3.0
1296,Dominion: Prequel To The Exorcist,4.1,759,Prime Video,2005.0,Paul Schrader,"Stellan Skarsgard,Ralph Brown,Gabriel Mann",3.0
1297,China Doll,4.6,87,Prime Video,1958.0,"Borzage,Frank","Victor Mature,Stuart Whitman",3.0
1298,The Hired Heart,4.5,209,Prime Video,1997.0,Jeremy Kagan,"Penelope Ann Miller,Brett Cullen,Barry Corbin",3.0
1299,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),4.2,91643,Prime Video,2020.0,Cathy Yan,"Margot Robbie,Mary Elizabeth Winstead",3.0
1300,My Bloody Valentine,4.5,2565,Prime Video,2009.0,Patrick Lussier,"Jaime King,Edi Gathegi,Kerr Smith,Jensen Ackles",3.0
1301,Adeline,4.6,343,Prime Video,2022.0,Greg James,"John Schneider,David Chokachi,Jake Satow",3.0
1302,Trick or Treat Scooby-Doo!,4.4,1073,Prime Video,2022.0,Audie Harrison,"Frank Welker,Grey DeLisle,Matthew Lillard",3.99
1303,Catch Hell,4.1,141,Prime Video,2014.0,Ryan Phillippe,"Ryan Phillippe,Ian Barford,Stephen Louis Grush",3.99
1305,Quest for the Lost Pharaoh,4.3,9,Prime Video,2003.0,Pierre Stine,Vassil Dobrev,3.99
1306,Titanic,4.8,58050,Prime Video,1997.0,James Cameron,"Leonardo DiCaprio,Kate Winslet,Billy Zane",3.99
1307,Admission,4.2,1601,Prime Video,2013.0,Paul Weitz,"Tina Fey,Paul Rudd,Michael Sheen,Nat Wolff",3.79
1308,Traded,4.0,321,Prime Video,2016.0,Timothy Woodward Jr.,"Quinton Aaron,Trace Adkins,Tom Sizemore,Martin Kove",3.79
1309,Warhorse One,4.3,1199,Prime Video,2023.0,"Johnny Strong,William Kaufman","Johnny Strong,Athena Durner,Raj Kala",2.99
1310,Daylight,4.6,2776,Prime Video,1996.0,"Rob L. Cohen,Rob Cohen","Vanessa Bell Calloway,Rosemary Forsythe",3.79
1311,Lost Child,4.0,391,Prime Video,2018.0,Ramaa Mosley,"Leven Rambin,Jim Parrack,Landon Edwards",2.99
1312,The Big Country,4.8,3819,Prime Video,1958.0,William Wyler,"Gregory Peck,Jean Simmons,Carroll Baker",2.99
1313,Elvira: Mistress of the Dark,4.8,3964,Prime Video,1988.0,James Signorelli,"Cassandra Peterson,Susan Kellerman,Jeff Conaway",2.99
1314,The Retrievers,4.3,100,Prime Video,2001.0,Paul Schneider,"Robert Hays,Mei Harris,Alan Rachins",2.99
1315,Blindfire,4.2,487,Prime Video,2020.0,Mike Nell,"Brian Geraghty,Bethany Joy Lenz,Wayne Brady",2.99
1316,Gangs Of New York,4.7,6675,Prime Video,2002.0,Martin Scorsese,"Leonardo DiCaprio,Daniel Day-Lewis,Cameron Diaz",2.99
1317,Scooby-Doo 2: Monsters Unleashed,4.7,8497,Prime Video,2004.0,Raja Gosnell,"Freddie Prinze,Sarah Michelle Gellar,Neil Fanning",2.99
1318,A Walk in the Clouds,4.8,7231,Prime Video,1995.0,Alfonso Arau,"Keanu Reeves,Aitana Sanchez-Gijon,Anthony Quinn",3.79
1319,"Love, Kennedy",4.6,655,Prime Video,2017.0,T.C. Christensen,"Jasen Wade,Heather Beers,Tatum Chiniquy",3.79
1320,Mary Higgins Clark's: Try to Remember,4.2,99,Prime Video,2004.0,Jeff Beesely,"Gabrielle Anwar,Max Martini,Diego Wallraff",3.79
1321,Captain America: The Winter Soldier,4.8,26859,Prime Video,2014.0,"Anthony Russo,Joe Russo","Chris Evans,Scarlett Johansson,Samuel L. Jackson",3.99
1322,Tag,4.6,16869,Prime Video,2018.0,Jeff Tomsic,"Ed Helms,Jake Johnson,Annabelle Wallis",3.99
1323,RV,4.7,6206,Prime Video,2006.0,Barry Sonnenfeld,"Diane Michelle,Robin Williams,Jeff Daniels",3.99
1324,Eraser: Reborn,4.0,2355,Prime Video,2022.0,John Pogue,"Dominic Sherwood,Jacky Lai",3.79
1325,Dark Skies,4.3,2844,Prime Video,2009.0,Ron Oliver,"Shawn Roberts,Leslie Hope",1.99
1326,Kill Bill: Volume 2,4.8,7275,Prime Video,2004.0,Quentin Tarantino,"Uma Thurman,David Carradine,Michael Madsen",3.79
1327,Red 2,4.7,25730,Prime Video,2013.0,Dean Parisot,"Catherine Zeta-Jones,David Thewlis,Bruce Willis",3.99
1328,Status Update,4.2,894,Prime Video,2018.0,Scott Speer,"Ross Lynch,Olivia Holt,The Fat Jewish,Courtney Eaton",2.99
1329,Enter the Fat Dragon,4.0,3162,Prime Video,2020.0,Kenji Tanigaki,"Donnie Yen,Teresa Mo,Wong Jing,Niki Chow",2.99
1330,Elemental (Includes Bonus Content),4.8,2930,Prime Video,2023.0,Peter Sohn,"Leah Lewis,Mamoudou Athie,Ronnie del Carmen",19.99
1331,The 355,4.2,11815,Prime Video,2022.0,Simon Kinberg,"Jason Flemyng,PenÃ©lope Cruz,Jessica Chastain",19.99
1332,Barefoot,4.2,5559,Prime Video,2014.0,Andrew Fleming,"Evan Rachel Wood,Scott Speedman",3.99
1333,Where Your Heart Belongs,4.0,37,Prime Video,2022.0,Christine Will Wolf,"Jen Lilley,Christopher Russell,Jill Morrison",3.99
1334,The Lost Boys,4.8,20736,Prime Video,1987.0,Joel Schumacher,"Jason Patric,Corey Feldman,Kiefer Sutherland",3.99
1335,Top Gun,4.8,6236,Prime Video,1986.0,Tony Scott,"Tom Cruise,Tim Robbins,Kelly McGillis",3.79
1336,Harley Davidson and the Marlboro Man,4.7,3873,Prime Video,1991.0,Simon Wincer,"Mickey Rourke,Don Johnson,Chelsea Field",3.79
1337,X-Men,4.7,6959,Prime Video,2000.0,Bryan Singer,"Ian McKellen,Patrick Stewart,Dougray Scott",3.79
1338,The Secret Life of Pets,4.8,41213,Prime Video,2016.0,Chris Renaud,"Louis C.K,Eric Stonestreet,Kevin Hart,Jenny Slate",3.79
1339,Hustle & Flow,4.7,4099,Prime Video,2005.0,Craig Brewer,"Terrence Howard,Anthony Anderson,Taryn Manning",3.79
1340,Aachar & Co.,5.0,51,Prime Video,2023.0,Sindhu Sreenivasa Murthy,"Sindhu Sreenivasa Murthy,Ashok L,Sudha Belawadi",3.79
1341,The Last Exorcism Part II,4.2,364,Prime Video,2013.0,Ed Gass-Donnelly,"Ashley Bell,Julia Garner,Spencer Treat Clark",4.19
1343,Hamburger Hill,4.6,2142,Prime Video,1987.0,John Irvin,"Anthony Barrile,Michael Boatman,Don Cheadle",3.99
1344,Marty,4.7,976,Prime Video,1955.0,Delbert Mann,"Ernest Borgnine,Betsy Blair,Esther Minciotti",3.09
1345,No Good Deed,4.7,7101,Prime Video,2014.0,Sam Miller,"Idris Elba,Taraji P. Henson,Kate del Castillo",3.59
1347,Return to the Lost World,4.1,373,Prime Video,1992.0,Timothy Bond,"John Rhys-Davies,Eric McCormack,David Warner",3.59
1348,The Gathering (2002),4.0,296,Prime Video,2002.0,Brian Gilbert,"Christina Ricci,Ioan Gruffudd,Stephen Dillane",3.59
1349,Bad Ass,4.3,1334,Prime Video,2012.0,Craig Moss,"Danny Trejo,Charles S. Dutton,Patrick Fabian",3.59
1350,Eddie Griffin: You Can Tell 'Em I Said It,4.7,285,Prime Video,2011.0,Jay Karas,Eddie Griffin,3.59
1351,The Road,4.5,3247,Prime Video,2009.0,John Hillcoat,"Viggo Mortensen,Charlize Theron,Guy Pearce",3.59
1352,Bad Boys,4.7,2245,Prime Video,1983.0,Rick Rosenthal,"Sean Penn,Reni Santoni,Jim Moody,Esai Morales",3.59
1354,Lonesome Dove Church,4.2,314,Prime Video,2014.0,Terry Miles,"Tom Berenger,Greyson Holt,Alex Zahara,Drea Whitburn",3.59
1355,Return to the Lost World,4.1,373,Prime Video,1992.0,Timothy Bond,"John Rhys-Davies,Eric McCormack,David Warner",3.59
1356,The Hired Heart,4.5,209,Prime Video,1997.0,Jeremy Kagan,"Penelope Ann Miller,Brett Cullen,Barry Corbin",3.59
1357,Casper,4.8,24088,Prime Video,1995.0,Brad Silberling,"Christina Ricci,Bill Pullman,Cathy Moriarty,Eric Idle",3.99
1358,A Bridge Too Far,4.1,4,Prime Video,1977.0,Richard Attenborough,"Sean Connery,Ryan O'Neal,Michael Caine",3.99
1359,Red River (1948),4.7,1626,Prime Video,1948.0,Howard Hawks,"John Wayne,Montgomery Clift",3.49
1360,Lemony Snicket's A Series of Unfortunate Events,4.6,4260,Prime Video,2004.0,Brad Silberling,"Jim Carrey,Meryl Streep",3.49
1361,Hustle & Flow,4.7,4099,Prime Video,2005.0,Craig Brewer,"Terrence Howard,Anthony Anderson,Taryn Manning",3.49
1362,Witness For The Prosecution (1957),4.8,2069,Prime Video,1958.0,Billy Wilder,"Marlene Dietrich,Tyrone Power,Charles Laughton",3.49
1363,Bad Boys,4.7,2245,Prime Video,1983.0,Rick Rosenthal,"Sean Penn,Reni Santoni,Jim Moody,Esai Morales",3.49
1364,Invisible Invaders,4.4,250,Prime Video,1959.0,Edward L. Cahn,"John Agar,Jean Byron",3.89
1365,20000 Leagues Under the Sea,4.0,152,Prime Video,1997.0,Michael Anderson,"Richard Crenna,Ben Cross,Paul Gross",3.89
1366,Lost Child,4.0,391,Prime Video,2018.0,Ramaa Mosley,"Leven Rambin,Jim Parrack,Landon Edwards",2.99
1368,Cinderella,4.7,23787,Prime Video,2015.0,Kenneth Branagh,"Lily James,Richard Madden,Cate Blanchett",3.79
1369,Carriers,4.0,1421,Prime Video,2009.0,"Alex Pastor,David Pastor","Lou Taylor Pucci,Chris Pine,Piper Perabo",3.79
1370,Dear Viola,4.3,311,Prime Video,2014.0,Laurie Lynd,"Kellie Martin,Jefferson Brown,Jackie Richardson",3.79
1371,Red River (1948),4.7,1626,Prime Video,1948.0,Howard Hawks,"John Wayne,Montgomery Clift",3.49
1372,Cinderella,4.7,23787,Prime Video,2015.0,Kenneth Branagh,"Lily James,Richard Madden,Cate Blanchett",3.79
1374,Boys of H Company,4.2,50,Prime Video,2004.0,Joe Wiecha,"Billy Asai,Stephanie Bannevich,Robert Bartusch",3.79
1375,A Bridge Too Far,4.1,4,Prime Video,1977.0,Richard Attenborough,"Sean Connery,Ryan O'Neal,Michael Caine",3.79
1376,Above the Shadows,4.2,971,Prime Video,2019.0,Claudia Myers ,"Olivia Thirlby,Megan Fox,Alan Ritchson,Jim Gaffigan",2.99
1377,The Most Wonderful Time of the Year,4.9,3695,Prime Video,2008.0,Michael Scott,"Brooke Burns,Henry Winkler,Warren Christie",2.99
1378,Leanne Morgan: So Yummy,4.1,50,Prime Video,2017.0,Isaac Halasima,Leanne Morgan,2.99
1379,The Last Deal,4.0,199,Prime Video,2023.0,Jonathan Salemi,"Gigi Gustin,Sala Baker,Anthony Molinari,Mike Ferguson",2.99
1380,Sing 2,4.8,68377,Prime Video,2021.0,Garth Jennings,"Matthew McConaughey,Reese Witherspoon",3.79
1381,The Legend of Zorro,4.7,1857,Prime Video,2005.0,Martin Campbell,"Antonio Banderas,Catherine Zeta-Jones,Alberto Reyes",3.99
1382,Poltergeist,4.1,5073,Prime Video,2015.0,Gil Kenan,"Sam Rockwell,Rosemarie DeWitt,Jared Harris,Jane Adams",3.79
1383,Lemony Snicket's A Series of Unfortunate Events,4.6,4260,Prime Video,2004.0,Brad Silberling,"Jim Carrey,Meryl Streep",3.79
1384,The Firm,4.7,2955,Prime Video,1993.0,Sydney Pollack,"Tom Cruise,Jeanne Tripplehorn,Ed Harris,Holly Hunter",3.79
1385,Law Abiding Citizen,4.7,15846,Prime Video,2009.0,F. Gary Gray,"Jamie Foxx,Gerard Butler,Viola Davis,Bruce McGill",3.79
1386,Space Jam: A New Legacy,4.3,9385,Prime Video,2021.0,"Malcolm Lee,Malcolm D. Lee","LeBron James,Don Cheadle,Cedric Joe,Khris Davis",3.79
1387,Of Mice And Men,4.7,4525,Prime Video,1992.0,Gary Sinise,"Gary Sinise,John Malkovich,Sherilyn Fenn",3.79
1388,My One True Love,4.5,72,Prime Video,2022.0,John Lyde,"Andriana Manfredi,Ross Jirgl,Jess DelVizo,Shae Robins",3.79
1389,The Ghost Writer,4.3,1418,Prime Video,2010.0,Roman Polanski,"Ewan McGregor,Jon Bernthal,James Belushi,Kim Cattrall",3.79
1390,Jimmy Neutron: Boy Genius,4.7,1808,Prime Video,2001.0,John Davis,"Megan Cavanagh,Mark Decarlo,Debi Derryberry",3.79
1391,CB4,4.7,1171,Prime Video,1993.0,Tamra Davis,"Chris Rock,Allen Payne,Deezer D,Chris Elliott",3.99
1392,The SpongeBob Movie: Sponge Out of Water,4.5,26867,Prime Video,2015.0,"Paul Tibbitt,Mike Mitchell",Antonio Banderas,3.09
1393,Crash,4.6,6155,Prime Video,2005.0,Paul Haggis,"Sandra Bullock,Don Cheadle,Matt Dillon",3.09
1394,You've Got Mail,4.8,17518,Prime Video,1998.0,Nora Ephron,"Tom Hanks,Meg Ryan,Greg Kinnear,Parker Posey",3.79
